sorgente,domanda,corretta,errata_1,errata_2,errata_3
../matematica/contatti/index.txt,A quale orario è possibile contattare telefonicamente il supporto per la mobilità per tirocinio?,"A. Lunedì 9-13, Martedì 9-13, Mercoledì 9-13, Giovedì 9-13, Venerdì 9-13","B. Lunedì 9:30-12, Martedì 9-13, Mercoledì 9-13, Giovedì 9-13, Venerdì 9-13","A. Lunedì 9-13, Martedì 9-12, Mercoledì 9-13, Giovedì 9-12, Venerdì 9-13","D. Lunedì 9-13, Martedì 9-13, Mercoledì 9-12, Giovedì 9-13, Venerdì 9-12"
../matematica/contatti/index.txt,"Secondo il testo, quale tipo di supporto didattico viene offerto per i programmi di mobilità?","A. Informazioni relative alla didattica per programmi di mobilità europei ed extraeuropei, incoming e outgoing, Learning Agreement e riconoscimento crediti.",B. Supporto per la ricerca di alloggi e trasporti durante il periodo di mobilità.,C. Assistenza linguistica per studenti in partenza verso paesi non europei.,D. Consulenza sulla scelta del programma di mobilità più adatto alle proprie esigenze.
../matematica/tesi-di-laurea/index.txt,"Secondo il regolamento, qual è la durata massima prevista per la presentazione della tesi durante l'appello di laurea?",A. 10-15 minuti,B. 5-10 minuti,C. 15-20 minuti,D. 20-25 minuti
../matematica/risultati-di-apprendimento-attesi_code=8010/index.txt,"Secondo il corso di laurea in Matematica, quale delle seguenti NON è una capacità specifica che il laureato dovrebbe possedere nell'ambito teorico?",A. Padronanza del linguaggio e del ragionamento matematico,B. Capacità di progettare autonomamente algoritmi e strutture dati,C.  Autonomia di giudizio per verificare la correttezza della formalizzazione matematica di semplici problemi,D.  Capacità di analisi e di sintesi che gli permettono di applicare le conoscenze matematiche acquisite alle altre discipline
../matematica/risultati-di-apprendimento-attesi_code=8010/index.txt,"Secondo il testo, quale delle seguenti NON è una capacità che il laureato in Matematica dovrebbe possedere?",D. La capacità di programmare in linguaggi di programmazione avanzati come Python o Java.,A. La capacità di risolvere problemi semplici connessi con gli ambiti della fisica e dell’informatica.,B. La capacità di raccogliere ed interpretare rilevanti dati scientifici.,C. La capacità di presentare materiali e argomentazioni scientifiche in modo chiaro e comprensibile.
../matematica/risultati-di-apprendimento-attesi_code=8010/index.txt,"Secondo il testo, quale è il rapporto tra ipotesi e dimostrazione di una tesi?",A. Le ipotesi portano alla dimostrazione di una tesi.,B. La dimostrazione di una tesi porta alla formulazione di nuove ipotesi.,C. Le ipotesi e la dimostrazione di una tesi sono concetti indipendenti.,D. Le ipotesi sono necessarie ma non sufficienti per dimostrare una tesi.
../matematica/sistema-di-assicurazione-di-qualita/index.txt,Quali sono gli ambiti di intervento del Corso per il miglioramento continuo?,A.  la progettazione dei contenuti formativi e la pianificazione delle risorse; l'organizzazione delle attività formative e dei servizi didattici; la raccolta di dati e informazioni anche attraverso il confronto con gli studenti e i rappresentanti del mondo del lavoro; il monitoraggio dell'efficacia del percorso formativo e la programmazione di interventi di miglioramento della didattica e dei servizi.,B.  la progettazione dei contenuti formativi e la pianificazione delle risorse; l'organizzazione delle attività formative e dei servizi didattici; la raccolta di dati e informazioni solo attraverso il confronto con gli studenti.,C.  la progettazione dei contenuti formativi e la pianificazione delle risorse; l'organizzazione delle attività formative e dei servizi didattici; il monitoraggio dell'efficacia del percorso formativo e la programmazione di interventi di miglioramento della didattica.,D.  la progettazione dei contenuti formativi e la pianificazione delle risorse; l'organizzazione delle attività formative e dei servizi didattici; la raccolta di dati e informazioni; la programmazione di interventi di miglioramento della didattica e dei servizi.
../matematica/bacheca/index.txt,Qual è la data limite per presentare domanda per l'agevolazione TPER con uno sconto di 100 euro?,A. 31 ottobre,B. 24 settembre 2024,C. 7 ottobre,D. 27 settembre
../matematica/bacheca/index.txt,Qual è la data limite per la presentazione della domanda per ottenere il contributo per le spese di affitto per l'anno accademico 2024/25?,A. 29 novembre,B. 24 settembre,C. 31 ottobre,D. 7 ottobre
../matematica/bacheca/index.txt,"Quando si svolgerà l'evento ""Tour guidati e AperiScienza"" a Bologna?",A. Dal 20 agosto al 27 settembre 2024,B. Dal 20 luglio al 27 agosto 2024,C. Dal 20 agosto al 27 ottobre 2024,D. Dal 20 settembre al 27 ottobre 2024
../matematica/bacheca/rss.xml,Quando è prevista la Notte Europea dei Ricercatori a Bologna?,A. 27 settembre,B. 20 settembre,C. 10 settembre,D. 19 settembre
../matematica/bacheca/rss.xml,"Qual è la data limite per la presentazione della candidatura per l'ammissione straordinaria ai corsi di laurea nell'ambito ""Scienze"" per l'a.a. 2024-25?",A. 19 settembre 2024 (ore 13),B. 20 settembre 2024,C. 29 novembre 2024,D. 31 ottobre 2024
../matematica/bacheca/rss.xml,"Qual è la data limite per presentare domanda per il programma ""Dual Career Status ""Studente-Atleta""?""",A. 31 ottobre,B. 5 settembre,C. 17 settembre,D. 6 settembre
../matematica/bacheca/rss.xml,Quando è possibile presentare domanda per il bando ER.GO che sostiene le spese per il percorso accademico?,A. Entro il 13 settembre,B. Entro il 20 giugno,C. Entro il 30 settembre,D. Entro il 12 agosto
../matematica/bacheca/rss.xml,Qual è la data limite per la presentazione delle domande per ottenere i contributi per le spese sanitarie per gli studenti fuori sede dell'Università di Bologna?,A. 11 luglio,B. 20 giugno 2024,C. 7 giugno 2024,D. 22 maggio 2024
../matematica/bacheca/rss.xml,"Quale evento fa parte del progetto ""Matematici a Bologna: nuovi itinerari per il turismo matematico""?",A. Passeggiata matematica,B. Cosa ne pensi dell'Università,C.  Un convegno di matematica applicata,D. Un workshop di matematica per studenti di scuola media
../matematica/bacheca/cosa-ne-pensi-dell-universita/index.txt,"Secondo il testo, quale dei seguenti servizi online è disponibile sia per gli studenti che per il personale dell'Università di Bologna?",A. AlmaEsami,B. AlmaRegistri,C. UniboStore,D. Incarichi extraistituzionali
../matematica/bacheca/cosa-ne-pensi-dell-universita/index.txt,"Secondo il testo fornito, quale servizio online è dedicato alla gestione delle tesi di laurea?",A. Tesi online,B. Concilium,C. IRIS - Archivio produzione scientifica,D. Virtuale
../matematica/bacheca/cosa-ne-pensi-dell-universita/index.txt,Quando è stato pubblicato l'annuncio sul sito web dell'Università di Bologna riguardo all'opinione degli studenti sui servizi?,A. 20 maggio 2024,B. 20 aprile 2024,C. 20 giugno 2024,D. 20 maggio 2023
../matematica/bacheca/cosa-ne-pensi-dell-universita/index.txt,"Secondo il testo, su quali aspetti dell'Ateneo gli studenti sono invitati a fornire il loro parere?","A. Attività didattiche, diritto allo studio, comunicazione e servizi dell'Ateneo, aule e spazi","B. Attività didattiche, diritto allo studio, comunicazione e servizi dell'Ateneo, biblioteca e mensa","C. Attività didattiche, diritto allo studio, servizi dell'Ateneo, aule e spazi, e vita studentesca","D. Attività didattiche, diritto allo studio, comunicazione e servizi dell'Ateneo, aule e spazi, e ricerca scientifica"
../matematica/bacheca/cosa-ne-pensi-dell-universita/index.txt,"Quali informazioni aggiuntive, oltre a quelle sulla privacy, sono disponibili sul sito web?",A. Note legali e informazioni sul sito e accessibilità,B. Solo informazioni sul trattamento dei dati personali,C. Note legali e informazioni sui corsi di laurea,D. Impostazioni cookie e informazioni sul trattamento dei dati personali
../matematica/bacheca/@@archivio-notizie_b_start_int=24/index.txt,Quando è possibile richiedere il voto fuori sede per le elezioni europee del 2024?,A.  L'8 e 9 giugno,B. Il 15 maggio,C. Il 20 maggio,D. Il 24 aprile
../matematica/bacheca/@@archivio-notizie_b_start_int=24/index.txt,Quando è possibile iscriversi al percorso di 8 lezioni di introduzione all'imprenditorialità organizzato da AlmaCube?,A. Entro il 21 marzo,B. Entro il 25 marzo,C. Entro il 13 maggio,D. Entro il 27 febbraio
../matematica/bacheca/@@archivio-notizie_b_start_int=0/index.txt,"Quando è possibile presentare la candidatura per l'avviso di selezione straordinaria per l'ammissione ai corsi di laurea a numero programmato dell'ambito ""Scienze"" per l'a.a. 2024-25?",A. Dal 10 al 19 settembre 2024 (ore 13),B. Dal 10 al 20 settembre 2024 (ore 13),C. Dal 11 al 20 settembre 2024 (ore 12),D. Dal 10 al 19 settembre 2024 (ore 12)
../matematica/bacheca/@@archivio-notizie_b_start_int=0/index.txt,Quando è possibile presentare la domanda per il contributo alle spese di affitto per l'anno accademico 2024/25?,A. 29 novembre,B. 31 ottobre,C. 19 settembre,D. 7 ottobre
../matematica/bacheca/vuoi-iscriverti-all-universita-ma-lavori-oppure-sei-un-atleta-le-agevolazioni-per-far-bene-tutto/index.txt,"Secondo il testo, quale servizio online è disponibile sia per gli studenti che per il personale dell'università?",A. AlmaEsami,B. AlmaRegistri,C. UniboStore,D. Incarichi extraistituzionali
../matematica/bacheca/vuoi-iscriverti-all-universita-ma-lavori-oppure-sei-un-atleta-le-agevolazioni-per-far-bene-tutto/index.txt,"Secondo il testo fornito, quale tra questi servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. UniboImmagine,A. Cedolini web,B. La mia e-mail Studenti,C.  Tesi online
../matematica/bacheca/vuoi-iscriverti-all-universita-ma-lavori-oppure-sei-un-atleta-le-agevolazioni-per-far-bene-tutto/index.txt,Quando si terranno le Giornate dell'Orientamento in cui verranno discusse le agevolazioni per studenti lavoratori e atleti?,A. Il 27 e 28 febbraio,B. Il 20 e 21 febbraio,C. Il 27 e 28 marzo,D. Il 20 e 21 marzo
../matematica/bacheca/vuoi-iscriverti-all-universita-ma-lavori-oppure-sei-un-atleta-le-agevolazioni-per-far-bene-tutto/index.txt,In che fascia oraria si terrà l'evento online dedicato alla conciliazione tra studio e lavoro?,A. 15.30-16.00,B. 16.30-17.00,C. 14.30-15.30,D. 17.00-18.00
../matematica/bacheca/vuoi-iscriverti-all-universita-ma-lavori-oppure-sei-un-atleta-le-agevolazioni-per-far-bene-tutto/index.txt,"Secondo il testo fornito, quale delle seguenti app è stata sviluppata dall'Università di Bologna per supportare i suoi studenti nel processo di inserimento nel mondo del lavoro?",A. App Job Placement,B. App Alumni,C. App Career Services,D. App Job Search
../matematica/bacheca/chiusura-dell-ufficio-tirocini-e-del-servizio-convenzioni-dell-area-scientifica-per-la-pausa-estiva/index.txt,"Secondo il testo, durante quale periodo l'Ufficio Tirocini e il Servizio Convenzioni dell'Area scientifica per la Matematica - Laurea - Bologna saranno chiusi?",A.  Pausa estiva,B.  Durante le vacanze di Natale,C.  Per l'intero mese di agosto,D.  Dal 1° settembre al 31 ottobre
../matematica/bacheca/chiusura-dell-ufficio-tirocini-e-del-servizio-convenzioni-dell-area-scientifica-per-la-pausa-estiva/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo di Bologna?",A. IRIS - Archivio produzione scientifica,B. La mia e-mail Studenti,C. Servizi bibliotecari,D. U-Web Reporting - Reportistica Contabile Progetti
../matematica/bacheca/chiusura-dell-ufficio-tirocini-e-del-servizio-convenzioni-dell-area-scientifica-per-la-pausa-estiva/index.txt,Quando l'Ufficio Tirocini e il Servizio Convenzioni dell'Area scientifica riprenderanno le attività regolarmente?,A. Lunedì 26 agosto,B. Venerdì 23 agosto,C. Martedì 27 agosto,D. Lunedì 12 agosto
../matematica/bacheca/chiusura-dell-ufficio-tirocini-e-del-servizio-convenzioni-dell-area-scientifica-per-la-pausa-estiva/index.txt,Quando riprenderanno regolarmente le attività dell'Ufficio Tirocini e del Servizio Convenzioni dell'Area scientifica dopo la pausa estiva?,A. Lunedì 26 agosto,B. Venerdì 23 agosto,C. Martedì 27 agosto,D. Lunedì 19 agosto
../matematica/bacheca/@@archivio-eventi/index.txt,"Secondo il testo, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../matematica/bacheca/@@archivio-eventi/index.txt,"Quando si terrà l'evento online ""Obiettivo Tesi senza stress""?",A. 20 settembre 2024,B. 20 agosto 2024,C. 27 settembre 2024,D. 9:30 - 13:30
../matematica/bacheca/@@archivio-eventi/index.txt,Quale evento del calendario accademico di Bologna si concentra sulle opportunità lavorative per i laureati in matematica?,A. Professione Matematico 2024,B. Startup Day 2024. Innovazione e sostenibilità,C. Obiettivo Tesi senza stress,D. Passeggiata Matematica
../matematica/bacheca/@@archivio-eventi/index.txt,Quale evento dell'Università di Bologna si terrà online il 4 aprile 2024?,A. Call for players,B. Professione Matematico 2024,C. Conosci il Collegio Superiore dell’Università di Bologna,D. A Taste of India: a Multicultural Experience
../matematica/bacheca/iscriversi-all-universita-dai-testi-di-ammissione-alle-strategie-di-studio/index.txt,In quale fascia oraria si terrà l'incontro su come trovare alloggio in tempo?,A. 27 febbraio ore 16.00 -16.30,B. 28 febbraio ore 14.00 – 14.30,C. 27 febbraio ore 11.30-12.00,D. 28 febbraio ore 15.30 – 16.00
../matematica/bacheca/partecipa-agli-eventi-del-servizio-per-studentesse-e-studenti-con-dsa/index.txt,Quale dei seguenti eventi ha luogo in presenza e richiede la registrazione?,A. L'evento del 9 maggio,B. L'evento del 7 maggio,C. L'evento del 8 maggio,D. L'evento del 10 maggio
../matematica/bacheca/free-sessions-for-unibo-students-at-international-conference-on-magnetism/index.txt,Quale delle seguenti affermazioni riguardo alla partecipazione degli studenti dell'UNIBO al Congresso Internazionale di Magnetismo è FALSA?,D. La partecipazione è gratuita ma la registrazione è obbligatoria entro il 20 luglio 2024,"A. Gli studenti iscritti a Bachelor, Master o Dottorato presso l'Università di Bologna possono partecipare gratuitamente a sessioni selezionate.",B. Il Congresso Internazionale di Magnetismo si terrà dal 30 giugno al 5 luglio 2024.,"C. Oltre a sessioni dedicate agli studenti, il Congresso ospiterà anche conferenze Nobel e sessioni di networking."
../matematica/bacheca/incontro-informativo-bando-erasmus-plus-a-a-2024-2025/index.txt,Quale dei seguenti servizi online è specificamente menzionato come disponibile per gli studenti della facoltà di Matematica presso l'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../matematica/bacheca/incontro-informativo-bando-erasmus-plus-a-a-2024-2025/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. UniboImmagine,A. Cedolini web,B. La mia e-mail Studenti,C. Servizi bibliotecari
../matematica/bacheca/incontro-informativo-bando-erasmus-plus-a-a-2024-2025/index.txt,Quando si terrà l'incontro informativo sul bando Erasmus+ Studio 2024?,A. 16 gennaio 2024 dalle 11:00 alle 13:00,B. 15 gennaio 2024 dalle 11:00 alle 13:00,C. 16 gennaio 2025 dalle 11:00 alle 13:00,D. 17 gennaio 2024 dalle 11:00 alle 13:00
../matematica/bacheca/incontro-informativo-bando-erasmus-plus-a-a-2024-2025/index.txt,Quando si terrà l'incontro informativo sul bando Erasmus+ Studio 2024/2025?,"A. 16 gennaio 2024, ore 11","B. 15 gennaio 2024, ore 11","C. 16 gennaio 2024, ore 14","D. 17 gennaio 2024, ore 11"
../matematica/bacheca/incontro-informativo-bando-erasmus-plus-a-a-2024-2025/index.txt,"Secondo il testo fornito, in quale anno è stata creata l'App Job Placement dell'Università di Bologna?",A. 2024,B. 2023,C. 2025,D. 2022
../matematica/bacheca/incontro-informativo-bando-erasmus-plus-a-a-2024-2025/ics_view/index.txt,Quale standard di formato per gli eventi è specificato nel testo?,A. vCalendar,B. iCalendar,C. vCard,D. RDF
../matematica/bacheca/webinar-almamathematica/index.txt,Quale dei seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../matematica/bacheca/webinar-almamathematica/index.txt,"Secondo il testo fornito, quale tra i seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?",A. UniboImmagine,B. IRIS - Archivio produzione scientifica,C. La mia e-mail Studenti,D. Concilium
../matematica/bacheca/webinar-almamathematica/index.txt,Quando sono stati pubblicati i webinar di AlmaMathematica?,A. 05 marzo 2024,B. 05 marzo 2023,C. 05 aprile 2024,D. 05 maggio 2024
../matematica/bacheca/webinar-almamathematica/index.txt,Quali app sono disponibili per gli studenti dell'Università di Bologna?,"A. myUniBo, myAlmaOrienta, App Job Placement e App Alumni","B. myUniBo, myAlmaOrienta, App Job Placement e App Facebook","C. myUniBo, myAlmaOrienta, App Alumni e App Twitter","D. myUniBo, App Job Placement, App Alumni e App LinkedIn"
../matematica/bacheca/@@archivio-notizie_b_start_int=12/index.txt,Quando è possibile presentare domanda per ottenere il contributo per le spese di affitto per studenti fuori sede nell'anno accademico 2023-2024?,A. Entro il 6 settembre,B. Entro il 5 settembre,C. Entro il 13 settembre,D. Entro il 20 giugno
../matematica/bacheca/@@archivio-notizie_b_start_int=12/index.txt,Qual è la data limite per la presentazione della domanda per il bando di concorso per i contributi per le spese sanitarie per gli studenti fuori sede?,A. 11 luglio,B. 13 settembre,C. 20 giugno,D. 5 giugno
../matematica/bacheca/@@archivio-notizie_b_start_int=36/index.txt,Quando è stata pubblicata l'informazione riguardante la riduzione delle tasse per gli studenti che hanno solo la prova finale da sostenere?,A. 27 febbraio 2024,B. 21 febbraio 2024,C. 13 febbraio 2024,D. 5 febbraio 2024
../matematica/bacheca/@@archivio-notizie_b_start_int=36/index.txt,Qual è la data limite per la presentazione di un'idea di startup alla Call for StartUp?,A. 31 gennaio 2024,B. 8 febbraio 2024,C. 17 gennaio 2024,D. 9 gennaio 2024
../matematica/bacheca/l-universita-e-per-tutte-le-persone/index.txt,In quale fascia oraria si svolge l'evento 'Studiare a prescindere dalla tua situazione economica: borse di studio e agevolazioni' il 28 febbraio?,A. 11.00-12.00,B. 12.00-12.30,C. 13.00-13.30,D. 16.00-16.30
../matematica/bacheca/@@archivio-notizie/index.txt,"Quando è possibile presentare la candidatura per l'avviso di selezione straordinaria per l'ammissione ai corsi di laurea a numero programmato dell'ambito ""Scienze"" per l'a.a. 2024-25?",A. Dal 10 al 19 settembre 2024 (ore 13),B. Dal 10 al 20 settembre 2024 (ore 13),C. Dal 11 al 20 settembre 2024 (ore 13),D. Dal 10 al 19 settembre 2024 (ore 12)
../matematica/bacheca/@@archivio-notizie/index.txt,"Quando è possibile presentare la domanda per il riconoscimento dello status ""Studente-Atleta""?",A. Fino al 31 ottobre,B. Fino al 29 novembre,C. Fino al 20 settembre,D. Fino al 7 ottobre
../matematica/bacheca/presentazione-tirocini-curriculari-e-in-preparazione-della-prova-finale-corsi-lauree-triennali/index.txt,"Secondo il testo, quale servizio online è dedicato specificamente alle offerte di lavoro per studenti e laureati dell'Università di Bologna?",B. Bacheca offerte di lavoro,A. AlmaEsami,C. Convenzioni e tirocini,D. Servizi bibliotecari
../matematica/bacheca/presentazione-tirocini-curriculari-e-in-preparazione-della-prova-finale-corsi-lauree-triennali/index.txt,Quale dei seguenti servizi NON è accessibile tramite il portale di Ateneo dell'Università di Bologna?,A. IRIS - Archivio produzione scientifica,B. La mia e-mail Studenti,C. Servizi bibliotecari,D. U-Web Reporting - Reportistica Contabile Progetti
../matematica/bacheca/presentazione-tirocini-curriculari-e-in-preparazione-della-prova-finale-corsi-lauree-triennali/index.txt,Quando si terrà la presentazione sui tirocini per i corsi di laurea triennali in ambito scientifico?,A. 6 marzo 2024 dalle 11:00 alle 13:00,B. 5 marzo 2024 dalle 10:00 alle 12:00,C. 7 marzo 2024 dalle 14:00 alle 16:00,D. 6 marzo 2024 dalle 15:00 alle 17:00
../matematica/bacheca/presentazione-tirocini-curriculari-e-in-preparazione-della-prova-finale-corsi-lauree-triennali/index.txt,Qual è l'ID della riunione Microsoft Teams per la presentazione sui tirocini curriculari e la preparazione per la prova finale?,A. 319 917 597 805,B. 319 917 597 806,C. 319 917 598 805,D. 319 917 597 804
../matematica/bacheca/presentazione-tirocini-curriculari-e-in-preparazione-della-prova-finale-corsi-lauree-triennali/index.txt,Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,A. App Alumni,B. App Job Placement,C. App MyUniBo,D. App Studenti
../matematica/bacheca/presentazione-tirocini-curriculari-e-in-preparazione-della-prova-finale-corsi-lauree-triennali/ics_view/index.txt,Quale standard di formattazione dei calendari è utilizzato nel testo fornito?,A. iCalendar (vCalendar),B. vCard,C. XML,D. JSON
../matematica/bacheca/@@archivio-eventi_b_start_int=0/index.txt,Quale dei seguenti servizi online è specificamente dedicato alla gestione degli esami per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRM,C. Concilium,D. UniboStore
../matematica/bacheca/@@archivio-eventi_b_start_int=0/index.txt,Quando si terrà l'evento online 'Obiettivo Tesi senza stress'?,A. 20 settembre 2024,B. 20 agosto 2024,C. 27 settembre 2024,D. 9:30 - 13:30
../matematica/bacheca/@@archivio-eventi_b_start_int=0/index.txt,"Quale evento, organizzato presso il Dipartimento di Matematica, offre agli studenti l'opportunità di conoscere esperienze lavorative di laureati in matematica?",A. Professione Matematico 2024,B. Obiettivo Tesi senza stress,C. Passeggiata Matematica di squadra,D. Startup Day 2024. Innovazione e sostenibilità
../matematica/bacheca/@@archivio-eventi_b_start_int=0/index.txt,Quale evento dell'Università di Bologna si terrà il 5 aprile 2024 in modalità online?,C. Conosci il Collegio Superiore dell’Università di Bologna,A. Professione Matematico 2024,B. A Taste of India: a Multicultural Experience,D. Ti piacerebbe entrare in un team imprenditoriale?
../matematica/bacheca/@@archivio-eventi_b_start_int=12/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Liste di distribuzione
../matematica/bacheca/@@archivio-eventi_b_start_int=12/index.txt,Quando si terrà la presentazione sui tirocini curriculari per i corsi di laurea triennali in ambito scientifico?,A. Dal 27 febbraio al 28 febbraio 2024,B. Il 6 marzo 2024,C. Dal 6 marzo al 8 marzo 2024,D. Il 11 marzo 2024
../matematica/bacheca/@@archivio-eventi_b_start_int=12/index.txt,Quando si terrà la presentazione dedicata ai tirocini per i corsi di studio in ambito scientifico triennali?,A. Dal 27 febbraio al 28 febbraio 2024,B. Il 6 marzo 2024,C. Il 21 febbraio 2024,D. Dal 16 gennaio al 28 febbraio 2024
../matematica/prospettive_code=8010/index.txt,"Secondo il testo, quale delle seguenti NON è una funzione principale di un esperto matematico?",D. Svolge attività di divulgazione scientifica con particolare riguardo alla matematica.,"A. Applica le conoscenze matematiche acquisite a problemi diversi di tipo tecnologico, scientifico, economico-finanziario, elaborandone il modello matematico e sviluppando il software necessario.",B. Identifica più soluzioni matematiche per risolvere un problema.,"C. Interpreta i bisogni del cliente (interno ed esterno), traducendoli in linguaggio matematico, anche utilizzando la conoscenza dei moderni strumenti informatici e del calcolo scientifico."
../matematica/cosa-assolvere-ofa/index.txt,Qual è la data limite per il superamento degli OFA?,A. 31 marzo,B. 30 aprile,C. 31 dicembre,D. 15 febbraio
